horizon_hours,node,station,region,mean_error,mae
3,0,Beijing,6,-1.750421166419983,10.894604682922363
3,1,Tianjin,5,-0.9620847702026367,12.602899551391602
3,2,Shijiazhuang,6,-1.2333087921142578,14.597626686096191
3,3,Tangshan,5,-0.8830212354660034,14.213959693908691
3,4,Qinhuangdao,5,-1.1326416730880737,9.752284049987793
3,5,Handan,2,0.6523188352584839,16.764318466186523
3,6,Baoding,6,-1.0153757333755493,17.07615852355957
3,7,Zhangjiakou,6,-0.052109427750110626,9.462284088134766
3,8,Chengde,5,0.8259449601173401,6.751255989074707
3,9,Langfang,5,-1.1574034690856934,12.234175682067871
3,10,Cangzhou,5,-0.21719509363174438,13.597301483154297
3,11,Hengshui,2,-1.2350555658340454,16.16957664489746
3,12,Xingtai,2,-0.8016635775566101,16.03172492980957
3,13,Taiyuan,6,3.3584041595458984,15.573301315307617
3,14,Huhehaote,6,1.2635525465011597,11.976556777954102
3,15,Dalian,5,-0.8545599579811096,7.735100746154785
3,16,Shanghai,0,-1.8183716535568237,7.740220069885254
3,17,Nanjing,0,-2.0381555557250977,8.365601539611816
3,18,Suzhou,0,-1.447197675704956,7.773524284362793
3,19,Nantong,0,-1.8007713556289673,8.665831565856934
3,20,Lianyungang,5,-0.9562314748764038,11.325265884399414
3,21,Xuzhou,2,1.2330193519592285,11.325875282287598
3,22,Yangzhou,0,-0.7346184849739075,10.853418350219727
3,23,Wuxi,0,-1.5176414251327515,8.264570236206055
3,24,Changzhou,0,-1.7439409494400024,9.605148315429688
3,25,Zhenjiang,0,-1.0787231922149658,10.547616958618164
3,26,Taizhou,0,-1.8861538171768188,7.444015026092529
3,27,Huaian,0,-0.9981204271316528,10.947078704833984
3,28,Yancheng,0,-0.5365703105926514,9.200559616088867
3,29,Suqian,0,-0.6444894671440125,11.006949424743652
3,30,Hangzhou,0,-1.25276517868042,7.319503307342529
3,31,Ningbo,0,-1.3444589376449585,8.215330123901367
3,32,Shaoxing,0,-0.8361606597900391,10.204497337341309
3,33,Huzhou,0,-1.7166012525558472,9.366592407226562
3,34,Jiaxing,0,-1.8711230754852295,8.340381622314453
3,35,Jinhua,0,-1.2399330139160156,8.77490520477295
3,36,Quzhou,0,-0.4825904667377472,7.9149322509765625
3,37,Lishui,0,-0.5599718689918518,7.73006534576416
3,38,Hefei,0,-0.783451497554779,9.051863670349121
3,39,Nanchang,7,-0.07145930081605911,6.300990581512451
3,40,Jinan,5,-1.6143757104873657,12.185831069946289
3,41,Qingdao,5,-0.3757719099521637,8.154711723327637
3,42,Zhengzhou,2,-0.43521565198898315,11.834392547607422
3,43,Wuhan,7,-0.771640956401825,7.964138507843018
