horizon_hours,signal,residual_correlation
3,spatial_innovation,0.050475084778169775
3,neighbor_trend,0.13153901493934275
3,regional_factor,0.038520156786826576
3,wind_aligned_innovation,0.08491154653267863
3,wind_lagged_innovation_3h,0.09870218644455912
3,wind_lagged_innovation_6h,0.03069106101242603
3,dewpoint,0.0027087179400159703
3,precipitation,-0.03291438120392531
3,boundary_layer_height,-0.11872365816471664
3,ventilation,-0.09020194538522595
3,dewpoint_deficit,-0.07858843195097008
6,spatial_innovation,0.06022564624234862
6,neighbor_trend,0.016087297756627143
6,regional_factor,0.06279218457896675
6,wind_aligned_innovation,0.08607575933833612
6,wind_lagged_innovation_3h,0.07969314505770742
6,wind_lagged_innovation_6h,0.0198381955288084
6,dewpoint,-0.017408099471807957
6,precipitation,-0.04210453443435415
6,boundary_layer_height,-0.0676826404225808
6,ventilation,-0.057870988976931104
6,dewpoint_deficit,-0.04929501841189715
12,spatial_innovation,0.037671455488494966
12,neighbor_trend,0.04308834877824441
12,regional_factor,0.04810321585453607
12,wind_aligned_innovation,0.05878386463703964
12,wind_lagged_innovation_3h,0.04352763426719264
12,wind_lagged_innovation_6h,-0.003812367040182209
12,dewpoint,-0.03607551015540948
12,precipitation,-0.04807675861738666
12,boundary_layer_height,-0.04565720418519957
12,ventilation,-0.0308400883939561
12,dewpoint_deficit,-0.022204255839484453
24,spatial_innovation,-0.037926140494035906
24,neighbor_trend,0.07498085375789194
24,regional_factor,-0.028792284790069504
24,wind_aligned_innovation,-0.01756591460375327
24,wind_lagged_innovation_3h,-0.004841521632053949
24,wind_lagged_innovation_6h,-0.007811569070530146
24,dewpoint,-0.037929828884364206
24,precipitation,-0.048519643341770294
24,boundary_layer_height,-0.04944588252473253
24,ventilation,-0.030308360890853262
24,dewpoint_deficit,-0.02336448167643381
36,spatial_innovation,0.007008863223471616
36,neighbor_trend,0.03876572653024288
36,regional_factor,0.00930914739451432
36,wind_aligned_innovation,0.014877905545745754
36,wind_lagged_innovation_3h,0.009991793698038489
36,wind_lagged_innovation_6h,-0.010139723556545807
36,dewpoint,-0.043227802572770785
36,precipitation,-0.04515271101627933
36,boundary_layer_height,-0.0372742476653814
36,ventilation,-0.021448314609131332
36,dewpoint_deficit,-0.010472784235174958
48,spatial_innovation,-0.035573403102201875
48,neighbor_trend,0.05309831013839862
48,regional_factor,-0.03220706274689286
48,wind_aligned_innovation,-0.027110221578892157
48,wind_lagged_innovation_3h,-0.015783439773360754
48,wind_lagged_innovation_6h,-0.010684801264124537
48,dewpoint,-0.039686210042876195
48,precipitation,-0.04134393836084605
48,boundary_layer_height,-0.05083324096225787
48,ventilation,-0.029870822948347264
48,dewpoint_deficit,-0.021887545213130983
72,spatial_innovation,-0.04394776303986355
72,neighbor_trend,0.04487141815377704
72,regional_factor,-0.04033802242461972
72,wind_aligned_innovation,-0.033463879671497436
72,wind_lagged_innovation_3h,-0.02092413489812163
72,wind_lagged_innovation_6h,-0.014626453798480994
72,dewpoint,-0.04205772121810295
72,precipitation,-0.04141424941350087
72,boundary_layer_height,-0.049987347357352406
72,ventilation,-0.027957228584058084
72,dewpoint_deficit,-0.01727819692455025
