horizon_hours,node,station,region,mean_error,mae
3,0,Beijing,6,-1.876807689666748,10.94057846069336
3,1,Tianjin,5,0.8355323672294617,11.733527183532715
3,2,Shijiazhuang,6,1.3852572441101074,14.003454208374023
3,3,Tangshan,5,1.0894373655319214,13.93466567993164
3,4,Qinhuangdao,5,-0.5775781869888306,9.407994270324707
3,5,Handan,2,3.0588366985321045,17.02410888671875
3,6,Baoding,6,1.9431877136230469,17.068912506103516
3,7,Zhangjiakou,6,1.3802393674850464,9.564630508422852
3,8,Chengde,5,0.9570730328559875,7.194989204406738
3,9,Langfang,5,-0.834206759929657,11.819300651550293
3,10,Cangzhou,5,1.8611382246017456,13.50542163848877
3,11,Hengshui,2,0.20230203866958618,15.930024147033691
3,12,Xingtai,2,0.4274028241634369,15.561712265014648
3,13,Taiyuan,6,1.2495644092559814,16.252090454101562
3,14,Huhehaote,6,1.7426375150680542,12.431979179382324
3,15,Dalian,5,0.2317429929971695,7.9870381355285645
3,16,Shanghai,0,-0.29055550694465637,7.187680721282959
3,17,Nanjing,0,-1.837325930595398,7.769710540771484
3,18,Suzhou,0,-0.037078358232975006,7.762500762939453
3,19,Nantong,0,-0.8592560291290283,8.819958686828613
3,20,Lianyungang,5,1.2095551490783691,10.950239181518555
3,21,Xuzhou,2,1.2616134881973267,11.126044273376465
3,22,Yangzhou,0,0.7874994874000549,11.00505256652832
3,23,Wuxi,0,-2.6589248180389404,7.83656644821167
3,24,Changzhou,0,0.010214196518063545,9.67112922668457
3,25,Zhenjiang,0,1.01699960231781,10.613895416259766
3,26,Taizhou,0,0.7726535201072693,7.7710065841674805
3,27,Huaian,0,-0.5902780890464783,10.840460777282715
3,28,Yancheng,0,0.5821208953857422,9.254651069641113
3,29,Suqian,0,1.2543307542800903,11.169281005859375
3,30,Hangzhou,0,-0.0727410763502121,6.746157646179199
3,31,Ningbo,0,0.031184591352939606,7.738131999969482
3,32,Shaoxing,0,0.711548924446106,9.843798637390137
3,33,Huzhou,0,-1.7063285112380981,8.903016090393066
3,34,Jiaxing,0,-0.4169515073299408,7.786980152130127
3,35,Jinhua,0,-0.3214587867259979,8.44607162475586
3,36,Quzhou,0,1.340779185295105,7.7712321281433105
3,37,Lishui,0,1.3987199068069458,7.820335388183594
3,38,Hefei,0,-0.47639742493629456,8.89666748046875
3,39,Nanchang,7,-0.6164043545722961,6.675952911376953
3,40,Jinan,5,-0.9153605699539185,11.934527397155762
3,41,Qingdao,5,-0.2349720448255539,7.342068672180176
3,42,Zhengzhou,2,-0.8958801031112671,11.68004035949707
3,43,Wuhan,7,-0.9216015338897705,8.461586952209473
3,44,Zhangsha,7,1.6720465421676636,8.969367027282715
3,45,Zhongqing,4,-0.7729442119598389,5.404071807861328
3,46,Chengdou,4,-0.2053600400686264,7.814557075500488
3,47,Xian,1,1.2751414775848389,10.357673645019531
3,48,Lanzhou,3,1.5693423748016357,8.049551010131836
3,49,Yinchuan,3,1.5126800537109375,9.161012649536133
3,50,Baotou,6,3.219435453414917,12.43618106842041
3,51,Eerduosi,6,-0.4574010670185089,7.427059650421143
3,52,Huludao,5,2.220075845718384,12.273737907409668
3,53,Laiwu,5,1.035864233970642,13.405065536499023
3,54,Linyi,5,-1.0504976511001587,10.774359703063965
3,55,Liaocheng,2,-1.4003437757492065,14.226347923278809
3,56,Binzhou,5,-0.1522819697856903,14.675532341003418
3,57,Zibo,5,-1.2881038188934326,11.12305736541748
3,58,Zaozhuang,2,-0.557776689529419,11.097508430480957
3,59,Yantai,5,-2.1246790885925293,7.8057355880737305
3,60,Weifang,5,2.116838216781616,13.826759338378906
3,61,Jining,2,-2.124546766281128,9.120776176452637
3,62,Taian,2,-0.8657163977622986,11.371646881103516
3,63,Rizhao,5,0.35869938135147095,11.062470436096191
3,64,Dongying,5,-1.0828815698623657,16.89750099182129
3,65,Heze,2,0.4043876528739929,13.46431827545166
3,66,Datong,6,0.695078432559967,10.109992980957031
3,67,Zhangzhi,2,1.319488763809204,14.92313003540039
3,68,Linfen,1,2.981844663619995,17.63481330871582
3,69,Yangquan,6,1.5139914751052856,12.513154983520508
3,70,Jinzhou,5,1.4822258949279785,12.186320304870605
3,71,Wuhu,0,-0.9554624557495117,8.689017295837402
