horizon_hours,signal,residual_correlation
3,spatial_innovation,0.12526076663300753
3,neighbor_trend,0.1718790881382703
3,regional_factor,0.06868551760447836
3,wind_aligned_innovation,0.19759037916813021
3,wind_lagged_innovation_3h,0.14047886420720848
3,wind_lagged_innovation_6h,0.06716635058861385
3,dewpoint,-0.0007956349187720723
3,precipitation,-0.03471917692811949
3,boundary_layer_height,-0.06923671223071236
3,ventilation,-0.05104399888100114
3,dewpoint_deficit,-0.035890876045393594
6,spatial_innovation,0.14552688855823584
6,neighbor_trend,0.11229001702888379
6,regional_factor,0.09963395236541067
6,wind_aligned_innovation,0.21664199368874337
6,wind_lagged_innovation_3h,0.13336671994368274
6,wind_lagged_innovation_6h,0.07155406708940998
6,dewpoint,0.020420762828692665
6,precipitation,-0.03437651063922751
6,boundary_layer_height,-0.05682228704527989
6,ventilation,-0.04477486875649158
6,dewpoint_deficit,-0.05339840117051239
12,spatial_innovation,0.09594023843658281
12,neighbor_trend,0.09971909527375981
12,regional_factor,0.07485261592376947
12,wind_aligned_innovation,0.1514496943635797
12,wind_lagged_innovation_3h,0.09129909900589246
12,wind_lagged_innovation_6h,0.04868354895673367
12,dewpoint,0.027434497889071742
12,precipitation,-0.03384743860952586
12,boundary_layer_height,-0.062307488667160904
12,ventilation,-0.043570229961581775
12,dewpoint_deficit,-0.07583343176777332
24,spatial_innovation,0.03467310235398603
24,neighbor_trend,0.07241892100689012
24,regional_factor,0.038747559465504997
24,wind_aligned_innovation,0.06273461497548374
24,wind_lagged_innovation_3h,0.03893203122760166
24,wind_lagged_innovation_6h,0.028589541708055825
24,dewpoint,0.02512305229132273
24,precipitation,-0.029501651557876974
24,boundary_layer_height,-0.04828013014376963
24,ventilation,-0.029600815637737744
24,dewpoint_deficit,-0.07262750844804758
36,spatial_innovation,0.022078620474379914
36,neighbor_trend,0.0368475273779315
36,regional_factor,0.026791585447899044
36,wind_aligned_innovation,0.03415007093562571
36,wind_lagged_innovation_3h,0.025591608464354536
36,wind_lagged_innovation_6h,0.015230619185058678
36,dewpoint,0.04196695498590302
36,precipitation,-0.024797996852281255
36,boundary_layer_height,-0.06424447195302137
36,ventilation,-0.038070576327978986
36,dewpoint_deficit,-0.09286139255808673
48,spatial_innovation,0.00767832553426412
48,neighbor_trend,0.03283523029214778
48,regional_factor,0.015983315654355366
48,wind_aligned_innovation,0.011532665747211302
48,wind_lagged_innovation_3h,0.010708989256727482
48,wind_lagged_innovation_6h,0.012964824446791392
48,dewpoint,0.05301687868901086
48,precipitation,-0.01970121586309626
48,boundary_layer_height,-0.0656907536940524
48,ventilation,-0.035259757332420594
48,dewpoint_deficit,-0.10217631074259403
72,spatial_innovation,0.006069146648624745
72,neighbor_trend,0.017374289583542323
72,regional_factor,0.013132741471917682
72,wind_aligned_innovation,0.009748808637509264
72,wind_lagged_innovation_3h,0.011222597877336324
72,wind_lagged_innovation_6h,0.012637804914296355
72,dewpoint,0.05416119834606993
72,precipitation,-0.022234251687976752
72,boundary_layer_height,-0.057394831759266886
72,ventilation,-0.024014354003726847
72,dewpoint_deficit,-0.09714155778557161
