horizon_hours,node,station,region,mean_error,mae
3,0,Beijing,6,-2.727336883544922,11.179367065429688
3,1,Tianjin,5,0.8255706429481506,12.652491569519043
3,2,Shijiazhuang,6,0.34708529710769653,14.291579246520996
3,3,Tangshan,5,0.1609426587820053,14.45511531829834
3,4,Qinhuangdao,5,0.9991908073425293,10.289765357971191
3,5,Handan,2,4.368870258331299,17.039573669433594
3,6,Baoding,6,-1.2528789043426514,17.12442970275879
3,7,Zhangjiakou,6,-0.6613944172859192,9.446314811706543
3,8,Chengde,5,-0.7126811146736145,6.91123104095459
3,9,Langfang,5,-1.311729073524475,12.345969200134277
3,10,Cangzhou,5,1.544890284538269,13.599997520446777
3,11,Hengshui,2,1.6431100368499756,16.071269989013672
3,12,Xingtai,2,0.5794358253479004,15.852959632873535
3,13,Taiyuan,6,-1.0662815570831299,15.78714656829834
3,14,Huhehaote,6,0.18567585945129395,11.82499885559082
3,15,Dalian,5,0.61159747838974,7.899102687835693
3,16,Shanghai,0,-0.24427814781665802,7.515266418457031
3,17,Nanjing,0,-0.9401631355285645,8.115580558776855
3,18,Suzhou,0,0.6438742280006409,7.645965576171875
3,19,Nantong,0,-1.2244209051132202,8.670516014099121
3,20,Lianyungang,5,0.6548820734024048,11.360904693603516
3,21,Xuzhou,2,2.496699333190918,11.535537719726562
3,22,Yangzhou,0,0.28463274240493774,10.72562026977539
3,23,Wuxi,0,-0.2905849516391754,8.09087085723877
3,24,Changzhou,0,0.3666897118091583,9.498740196228027
3,25,Zhenjiang,0,1.12174391746521,10.507917404174805
3,26,Taizhou,0,0.17260541021823883,7.326370716094971
3,27,Huaian,0,0.7550317645072937,10.844970703125
3,28,Yancheng,0,0.854823887348175,9.225968360900879
3,29,Suqian,0,1.256239652633667,11.114165306091309
3,30,Hangzhou,0,0.11993883550167084,7.178232192993164
3,31,Ningbo,0,0.08971688151359558,8.119474411010742
3,32,Shaoxing,0,-0.08927443623542786,10.195307731628418
3,33,Huzhou,0,-0.21366728842258453,9.190052032470703
3,34,Jiaxing,0,0.23336558043956757,8.126738548278809
3,35,Jinhua,0,-0.131291925907135,8.604924201965332
3,36,Quzhou,0,0.9700168967247009,7.9386467933654785
3,37,Lishui,0,0.4280916154384613,7.670299530029297
3,38,Hefei,0,0.18059472739696503,8.787367820739746
3,39,Nanchang,7,1.3029192686080933,6.253396034240723
3,40,Jinan,5,-1.470989465713501,12.035054206848145
3,41,Qingdao,5,0.3227638900279999,8.206570625305176
3,42,Zhengzhou,2,-0.15720400214195251,11.983709335327148
3,43,Wuhan,7,-0.05359901487827301,7.754570484161377
3,44,Zhangsha,7,1.2928540706634521,8.609781265258789
3,45,Zhongqing,4,-0.0780542716383934,4.948093414306641
3,46,Chengdou,4,-0.7404857277870178,7.568308353424072
3,47,Xian,1,1.384811520576477,10.053766250610352
3,48,Lanzhou,3,1.714396595954895,7.977597713470459
3,49,Yinchuan,3,0.13070832192897797,9.241134643554688
3,50,Baotou,6,1.7634578943252563,12.337646484375
3,51,Eerduosi,6,0.6524849534034729,6.814244747161865
3,52,Huludao,5,1.7130173444747925,12.7657470703125
3,53,Laiwu,5,-1.701521873474121,13.581732749938965
3,54,Linyi,5,-1.0602420568466187,10.579113006591797
3,55,Liaocheng,2,0.2731410562992096,14.8663969039917
3,56,Binzhou,5,-0.16793954372406006,14.769736289978027
3,57,Zibo,5,-1.716385841369629,11.125287055969238
3,58,Zaozhuang,2,-0.722452700138092,11.15076732635498
3,59,Yantai,5,0.3943111300468445,7.890751361846924
3,60,Weifang,5,0.3977951407432556,13.981230735778809
3,61,Jining,2,-0.40136319398880005,9.199406623840332
3,62,Taian,2,-1.9597411155700684,11.416725158691406
3,63,Rizhao,5,-0.878485381603241,11.500079154968262
3,64,Dongying,5,0.3775330185890198,16.548980712890625
3,65,Heze,2,0.72920161485672,13.691570281982422
3,66,Datong,6,0.18187196552753448,9.654932022094727
3,67,Zhangzhi,2,1.214001178741455,14.58061408996582
3,68,Linfen,1,2.9672024250030518,16.935171127319336
3,69,Yangquan,6,-0.6475582718849182,12.448100090026855
3,70,Jinzhou,5,1.0755912065505981,12.147833824157715
3,71,Wuhu,0,0.5384341478347778,8.745241165161133
3,72,Maanshan,0,0.07898883521556854,8.31188678741455
3,73,Jiujiang,7,0.5604109764099121,5.523924350738525
3,74,Luoyang,2,1.6504390239715576,11.179058074951172
3,75,Anyang,2,1.4995229244232178,13.949859619140625
3,76,Kaifeng,2,1.5804767608642578,14.847841262817383
3,77,Jiaozuo,2,-0.19787077605724335,11.718483924865723
3,78,Pingdingshan,2,0.9772418737411499,11.345876693725586
3,79,Sanmenxia,1,0.2636087238788605,12.473278999328613
3,80,Yichang,7,-1.4620264768600464,9.209619522094727
3,81,Jingzhou,7,1.1835888624191284,7.953449726104736
3,82,Yueyang,7,1.5454920530319214,7.318512439727783
3,83,Changde,7,1.0300419330596924,7.824193477630615
3,84,Zhangjiajie,7,-0.5718141198158264,6.848967552185059
3,85,Mianyang,4,0.01666705496609211,6.752377033233643
3,86,Yibin,4,-1.1464835405349731,8.399911880493164
3,87,Luzhou,4,-1.849342942237854,8.696457862854004
3,88,Zigong,4,-0.5362048149108887,11.978551864624023
3,89,Deyang,4,-0.5965070128440857,10.117356300354004
3,90,Nanchong,4,-0.4284670650959015,6.605844974517822
3,91,Xianyang,1,1.7494984865188599,16.409046173095703
3,92,Tongchuan,1,-0.5750043392181396,10.12170124053955
3,93,Yanan,1,-0.01731758937239647,13.185323715209961
3,94,Baoji,1,-0.2695722281932831,9.647680282592773
3,95,Weinan,1,0.13313741981983185,12.346850395202637
3,96,Shizuishan,3,1.7594000101089478,12.920646667480469
3,97,Zhangqiu,5,-0.0362221896648407,14.774592399597168
3,98,Jimo,5,0.1803261786699295,12.158502578735352
3,99,Jiaonan,5,1.542461633682251,13.366036415100098
3,100,Jiaozhou,5,-0.9837363958358765,10.714570999145508
3,101,Laixi,5,0.19238275289535522,11.959005355834961
3,102,Pingdu,5,0.23298989236354828,15.476187705993652
3,103,Penglai,5,0.48135820031166077,10.650286674499512
3,104,Zhaoyuan,5,0.4722711145877838,12.39969253540039
3,105,Laizhou,5,-1.2038731575012207,10.295127868652344
3,106,Rushan,5,0.6590728759765625,9.679248809814453
3,107,Wujiang,0,-0.08268183469772339,8.601313591003418
3,108,Taicang,0,1.2833069562911987,8.145816802978516
3,109,Jurong,0,1.4930588006973267,10.486640930175781
3,110,Jiangyin,0,-1.0055123567581177,10.434774398803711
3,111,Yixing,0,0.3788732886314392,7.842358589172363
3,112,Jintan,0,0.6876996159553528,8.56108283996582
3,113,Liyang,0,-0.18496917188167572,10.200820922851562
3,114,Linan,0,-0.6328220367431641,9.303328514099121
3,115,Fuyang,0,2.283168077468872,10.141645431518555
3,116,Yiwu,0,-0.12286606431007385,7.2037458419799805
3,117,Xinyang,7,2.4643824100494385,9.432971000671387
3,118,Zhoukou,2,1.0711268186569214,11.243255615234375
3,119,Jincheng,2,1.6117663383483887,17.061771392822266
3,120,Shuozhou,6,-1.2713508605957031,16.646095275878906
3,121,Jinzhong,6,0.6516252756118774,14.03458309173584
3,122,Yuncheng,1,1.652764916419983,12.699971199035645
3,123,Xinzhou,6,2.093052387237549,15.91965389251709
3,124,Lu:liang,6,0.12682795524597168,16.464345932006836
3,125,Wuhai,3,2.043257713317871,12.15773868560791
3,126,Bayannaoer,3,0.49871641397476196,11.873035430908203
3,127,Wulanchabu,6,-0.5155771970748901,8.183805465698242
3,128,Alashanmeng,3,0.5390451550483704,8.334431648254395
3,129,Chaoyang,5,2.082474946975708,15.352150917053223
3,130,Bangbu,0,1.2327439785003662,10.696527481079102
3,131,Huainan,0,1.956207513809204,10.953693389892578
3,132,Huaibei,2,2.2098276615142822,11.479442596435547
3,133,Tongling,0,0.7491764426231384,9.365100860595703
3,134,Anqing,0,1.7601219415664673,9.171833038330078
3,135,Huangshan,0,-0.24728979170322418,7.146939754486084
3,136,Chuzhou,0,2.016113042831421,10.899749755859375
3,137,Liuan,0,0.5030615925788879,8.317486763000488
3,138,Chizhou,0,2.8698081970214844,10.067843437194824
3,139,Xuancheng,0,-0.027538076043128967,9.603379249572754
3,140,Jingdezhen,0,0.9669244885444641,7.475198268890381
3,141,Yingtan,0,0.5283467173576355,5.622194766998291
3,142,Shangrao,0,1.355872631072998,6.593260765075684
3,143,Hebi,2,0.9121823906898499,10.397333145141602
3,144,Xinxiang,2,-0.29371848702430725,10.99493408203125
3,145,Puyang,2,0.6238164901733398,13.295293807983398
3,146,Xuchang,2,1.155816912651062,13.561894416809082
3,147,Luohe,2,1.0880587100982666,12.002543449401855
3,148,Nanyang,7,0.3020375669002533,9.280956268310547
3,149,Shangqiu,2,1.026890754699707,11.135326385498047
3,150,Zhumadian,2,1.5329228639602661,10.649894714355469
3,151,Huangshi,7,-0.013952488079667091,7.653050422668457
3,152,Shiyan,1,-1.081873893737793,6.169130325317383
3,153,Xiangfan,7,0.5065891742706299,11.631427764892578
3,154,Ezhou,7,0.1820404827594757,8.830669403076172
3,155,Jingmen,7,0.14740020036697388,9.362302780151367
3,156,Xiaogan,7,0.9900396466255188,8.308318138122559
3,157,Huanggang,7,0.8206873536109924,11.019735336303711
3,158,Xianning,7,0.39551591873168945,7.194535255432129
3,159,Suizhou,7,0.04070870950818062,8.363003730773926
3,160,Enshizhou,7,-0.3578871786594391,6.468584060668945
3,161,Yiyang,7,0.2387762814760208,7.123379230499268
3,162,Xiangxizhou,7,0.23477405309677124,7.058648109436035
3,163,Guangyuan,4,1.14804208278656,5.746660232543945
3,164,Suining,4,-0.24161207675933838,5.858736515045166
