horizon_hours,node,station,region,mean_error,mae
3,0,Beijing,6,-0.8192484974861145,10.834548950195312
3,1,Tianjin,5,0.6992810964584351,11.9413423538208
3,2,Shijiazhuang,6,-0.22235557436943054,14.075067520141602
3,3,Tangshan,5,1.5110756158828735,14.200160026550293
3,4,Qinhuangdao,5,-0.3499397039413452,9.514156341552734
3,5,Handan,2,2.795457601547241,16.9898624420166
3,6,Baoding,6,-0.4718402624130249,17.09259796142578
3,7,Zhangjiakou,6,-0.1548691689968109,9.624696731567383
3,8,Chengde,5,-0.029646610841155052,7.373027324676514
3,9,Langfang,5,-2.3966639041900635,12.058359146118164
3,10,Cangzhou,5,0.6372259855270386,13.506396293640137
3,11,Hengshui,2,-1.1037752628326416,16.192981719970703
3,12,Xingtai,2,-1.0663386583328247,15.804930686950684
3,13,Taiyuan,6,1.9368313550949097,16.452924728393555
3,14,Huhehaote,6,1.8420087099075317,12.360188484191895
3,15,Dalian,5,-0.8585483431816101,8.01387882232666
3,16,Shanghai,0,-0.5393134355545044,7.061226844787598
3,17,Nanjing,0,-2.2619271278381348,7.893069267272949
3,18,Suzhou,0,0.5576196908950806,7.768543243408203
3,19,Nantong,0,-0.9377214908599854,8.765340805053711
3,20,Lianyungang,5,0.13728176057338715,11.049873352050781
3,21,Xuzhou,2,1.5531457662582397,11.29793643951416
3,22,Yangzhou,0,0.5430724620819092,11.143238067626953
3,23,Wuxi,0,-1.3832393884658813,7.502013683319092
3,24,Changzhou,0,-0.21645130217075348,9.705742835998535
3,25,Zhenjiang,0,1.160711646080017,10.732874870300293
3,26,Taizhou,0,0.64665287733078,7.842329978942871
3,27,Huaian,0,-0.15266475081443787,10.995272636413574
3,28,Yancheng,0,0.7078691124916077,9.292546272277832
3,29,Suqian,0,0.600213348865509,11.205850601196289
3,30,Hangzhou,0,-0.052533384412527084,6.730684757232666
3,31,Ningbo,0,0.5391747355461121,7.751794815063477
3,32,Shaoxing,0,-0.3228062689304352,9.77718734741211
3,33,Huzhou,0,-1.615663766860962,8.996508598327637
3,34,Jiaxing,0,-0.9452858567237854,7.896721363067627
3,35,Jinhua,0,-0.941776692867279,8.487848281860352
3,36,Quzhou,0,1.0544703006744385,7.774526596069336
3,37,Lishui,0,0.5909390449523926,7.664721488952637
3,38,Hefei,0,0.5624654293060303,8.812947273254395
