horizon_hours,node,station,region,mean_error,mae
3,0,Beijing,6,-1.1308050155639648,10.934637069702148
3,1,Tianjin,5,-0.43832558393478394,11.943192481994629
3,2,Shijiazhuang,6,0.758610725402832,14.015016555786133
3,3,Tangshan,5,1.3348501920700073,14.240060806274414
3,4,Qinhuangdao,5,1.1913385391235352,9.54613971710205
3,5,Handan,2,2.3928122520446777,16.927751541137695
3,6,Baoding,6,0.9270199537277222,16.92740821838379
3,7,Zhangjiakou,6,-0.06335477530956268,9.483027458190918
3,8,Chengde,5,0.36933204531669617,7.101837158203125
3,9,Langfang,5,-1.3657090663909912,12.132634162902832
3,10,Cangzhou,5,1.6830949783325195,13.47044849395752
3,11,Hengshui,2,-1.5396572351455688,16.08368492126465
3,12,Xingtai,2,-0.13494275510311127,15.539368629455566
3,13,Taiyuan,6,0.14059889316558838,16.2667236328125
3,14,Huhehaote,6,0.994109570980072,12.339105606079102
3,15,Dalian,5,-0.30601444840431213,7.886523246765137
3,16,Shanghai,0,0.010804347693920135,7.189808368682861
3,17,Nanjing,0,-2.117969512939453,7.774710655212402
3,18,Suzhou,0,-0.14704778790473938,7.743932247161865
3,19,Nantong,0,-0.36219319701194763,8.72880744934082
3,20,Lianyungang,5,0.636160135269165,11.01717758178711
3,21,Xuzhou,2,1.4077004194259644,11.187421798706055
3,22,Yangzhou,0,1.4156303405761719,11.136543273925781
3,23,Wuxi,0,-0.09040682017803192,7.285184860229492
3,24,Changzhou,0,0.010287889279425144,9.72588062286377
3,25,Zhenjiang,0,1.98846435546875,10.734539031982422
3,26,Taizhou,0,0.7601593136787415,7.757791996002197
3,27,Huaian,0,-0.06708290427923203,10.829021453857422
3,28,Yancheng,0,0.3394101858139038,9.225668907165527
3,29,Suqian,0,1.597137212753296,11.207405090332031
3,30,Hangzhou,0,0.2894178628921509,6.700764179229736
3,31,Ningbo,0,0.3962455093860626,7.727254867553711
3,32,Shaoxing,0,1.1690497398376465,9.778861045837402
3,33,Huzhou,0,0.3859695494174957,8.635685920715332
3,34,Jiaxing,0,0.4778859615325928,7.738330364227295
3,35,Jinhua,0,0.3016473948955536,8.291086196899414
3,36,Quzhou,0,2.0606515407562256,7.885213851928711
3,37,Lishui,0,0.634716808795929,7.510295391082764
3,38,Hefei,0,-0.00824662484228611,8.761327743530273
3,39,Nanchang,7,0.5199041962623596,6.4614763259887695
3,40,Jinan,5,-0.1976485699415207,11.901532173156738
3,41,Qingdao,5,-1.15584397315979,7.5019145011901855
